Site,Age (Ma),Genus,d18O,d13C
588,4.6680,,2.46,0.88
659,4.6680,CIB,3.23,
846,4.6680,CIB,3.30,
849,4.6680,CIB,3.11,-0.40
846,4.6700,CIB,3.37,-0.52
659,4.6710,CIB,3.46,
846,4.6710,CIB,3.28,
846,4.6720,CIB,3.31,-0.72
849,4.6720,CIB,3.09,-0.33
846,4.6730,CIB,3.24,-0.85
659,4.6740,CIB,3.10,
846,4.6740,CIB,3.03,-0.96
959,4.6750,CIB,2.89,0.40
846,4.6760,CIB,2.99,-0.61
849,4.6760,CIB,3.08,-0.26
659,4.6780,CIB,2.86,
846,4.6780,CIB,3.17,-0.56
846,4.6790,CIB,3.10,-0.69
846,4.6800,CIB,3.24,-0.91
849,4.6800,CIB,3.11,-0.22
846,4.6810,CIB,3.25,-0.58
846,4.6810,CIB,3.26,-0.53
846,4.6820,CIB,3.13,-0.58
846,4.6820,CIB,3.19,-0.58
659,4.6830,CIB,3.06,
846,4.6840,CIB,2.95,-0.78
849,4.6840,CIB,3.20,-0.09
959,4.6840,CIB,2.75,0.80
659,4.6860,CIB,3.03,
849,4.6880,CIB,3.14,-0.03
846,4.6890,CIB,3.14,-0.66
659,4.6900,CIB,3.03,
846,4.6910,CIB,3.13,-0.40
849,4.6920,CIB,3.06,0.02
846,4.6930,CIB,3.00,-0.67
846,4.6940,CIB,3.20,
659,4.6950,CIB,3.43,
846,4.6950,CIB,3.13,-0.75
959,4.6950,CIB,2.99,0.28
849,4.6960,CIB,3.07,0.00
846,4.6970,CIB,3.12,
846,4.7000,CIB,2.97,-0.40
849,4.7000,CIB,3.09,-0.03
659,4.7010,CIB,3.03,
846,4.7020,CIB,3.00,-0.54
846,4.7040,CIB,2.97,-0.15
849,4.7040,CIB,3.16,-0.12
659,4.7050,CIB,3.29,
846,4.7050,CIB,3.16,-0.73
959,4.7050,CIB,2.92,0.41
846,4.7060,CIB,3.33,-0.56
846,4.7080,CIB,3.23,-0.52
849,4.7080,CIB,3.19,-0.21
659,4.7100,CIB,3.64,
846,4.7110,CIB,3.26,-0.52
849,4.7120,CIB,3.20,-0.19
659,4.7140,CIB,3.73,
849,4.7160,CIB,3.22,-0.16
959,4.7170,CIB,2.95,0.24
846,4.7180,CIB,3.23,-0.44
659,4.7200,CIB,3.69,
849,4.7200,CIB,3.19,-0.19
846,4.7210,CIB,3.36,-0.23
846,4.7220,CIB,3.06,-0.23
846,4.7230,CIB,3.12,-0.17
659,4.7240,CIB,3.09,
846,4.7240,CIB,3.01,-0.09
849,4.7240,CIB,3.21,-0.18
846,4.7260,CIB,2.97,-0.15
846,4.7260,CIB,3.00,-0.14
959,4.7260,CIB,2.76,0.42
846,4.7280,CIB,3.04,-0.28
659,4.7300,CIB,3.20,
846,4.7310,CIB,2.93,-0.21
846,4.7310,CIB,3.01,-0.15
959,4.7320,CIB,2.69,0.52
846,4.7330,CIB,2.87,
846,4.7330,CIB,2.99,-0.16
846,4.7340,CIB,3.08,-0.12
846,4.7350,CIB,3.04,-0.48
846,4.7350,CIB,3.05,-0.35
846,4.7350,CIB,3.27,-0.24
659,4.7360,CIB,2.91,
846,4.7370,CIB,2.91,-0.10
846,4.7390,CIB,3.02,
846,4.7400,CIB,2.84,-0.39
659,4.7420,CIB,2.93,
846,4.7420,CIB,2.84,-0.27
959,4.7420,CIB,2.83,0.29
846,4.7430,CIB,2.86,-0.26
849,4.7440,CIB,3.21,0.17
659,4.7450,CIB,2.96,
846,4.7450,CIB,3.03,-0.37
846,4.7460,CIB,3.01,-0.45
846,4.7480,CIB,3.20,-0.61
849,4.7480,CIB,3.20,0.12
659,4.7510,CIB,3.13,
846,4.7510,CIB,3.32,-0.63
659,4.7520,CIB,3.14,
849,4.7520,CIB,3.18,-0.08
959,4.7530,CIB,2.80,0.56
849,4.7560,CIB,3.27,-0.20
659,4.7580,CIB,3.17,
846,4.7580,CIB,3.27,-0.69
849,4.7600,CIB,3.31,-0.15
846,4.7610,CIB,3.02,-0.37
659,4.7620,CIB,3.38,
846,4.7630,CIB,2.86,-0.33
959,4.7630,CIB,2.78,0.45
846,4.7640,CIB,3.01,-0.25
849,4.7640,CIB,3.20,-0.08
659,4.7650,CIB,3.12,
846,4.7660,CIB,2.98,-0.24
659,4.7670,CIB,3.13,
846,4.7670,CIB,2.99,-0.13
846,4.7680,CIB,2.81,-0.12
849,4.7680,CIB,3.12,-0.06
846,4.7690,CIB,2.78,-0.24
659,4.7710,CIB,3.04,
846,4.7720,CIB,2.93,-0.24
849,4.7720,CIB,3.08,-0.09
659,4.7730,CIB,2.78,
959,4.7740,CIB,2.75,0.58
846,4.7760,CIB,3.04,-0.23
849,4.7760,CIB,3.08,-0.11
659,4.7790,CIB,3.19,
659,4.7800,CIB,3.01,
849,4.7800,CIB,3.20,-0.10
846,4.7810,CIB,2.88,-0.46
659,4.7830,CIB,3.04,
849,4.7840,CIB,3.33,-0.07
959,4.7840,CIB,2.75,0.39
846,4.7870,CIB,3.00,-0.51
849,4.7880,CIB,3.36,0.00
659,4.7890,CIB,3.24,
659,4.7900,CIB,3.23,
846,4.7910,CIB,3.25,-0.45
849,4.7920,CIB,3.27,0.08
659,4.7930,CIB,3.32,
846,4.7930,CIB,3.05,-0.40
846,4.7940,CIB,3.02,-0.49
959,4.7940,CIB,3.04,0.31
846,4.7960,CIB,3.02,-0.38
849,4.7960,CIB,3.18,0.09
846,4.7970,CIB,3.09,-0.23
846,4.7980,CIB,2.88,-0.28
659,4.7990,CIB,3.25,
846,4.8000,CIB,2.99,-0.15
849,4.8000,CIB,3.11,0.01
846,4.8020,CIB,2.86,
846,4.8040,CIB,2.61,
849,4.8040,CIB,3.09,-0.01
959,4.8050,CIB,2.59,0.55
659,4.8060,CIB,3.14,
849,4.8080,CIB,3.11,-0.03
659,4.8100,CIB,2.97,
846,4.8100,CIB,2.75,
959,4.8100,CIB,2.65,0.67
849,4.8120,CIB,3.21,-0.15
659,4.8160,CIB,2.76,
849,4.8160,CIB,3.31,-0.25
588,4.8200,,2.63,0.83
849,4.8200,CIB,3.36,-0.28
959,4.8200,CIB,2.59,0.43
659,4.8220,CIB,3.15,
846,4.8230,CIB,2.74,-0.69
849,4.8240,CIB,3.40,-0.23
846,4.8250,CIB,3.28,-0.44
846,4.8260,CIB,3.36,-0.64
659,4.8270,CIB,3.29,
846,4.8280,CIB,3.31,-0.66
849,4.8280,CIB,3.45,-0.11
846,4.8290,CIB,3.59,-0.59
846,4.8300,CIB,3.47,-0.71
959,4.8300,CIB,2.53,0.53
849,4.8320,CIB,3.42,-0.10
846,4.8330,CIB,3.37,-0.55
659,4.8350,CIB,3.34,
849,4.8360,CIB,3.34,-0.07
846,4.8370,CIB,3.39,-0.72
846,4.8390,CIB,3.32,-0.53
849,4.8400,CIB,3.34,0.02
659,4.8410,CIB,3.31,
846,4.8410,CIB,2.67,-0.90
959,4.8410,CIB,2.93,0.17
659,4.8420,CIB,2.99,
846,4.8420,CIB,2.99,-0.41
846,4.8430,CIB,2.98,-0.90
846,4.8430,CIB,3.23,
849,4.8440,CIB,3.35,0.10
846,4.8450,CIB,3.00,-0.65
846,4.8450,CIB,3.06,-0.44
846,4.8460,CIB,2.94,-0.10
659,4.8480,CIB,3.09,
846,4.8480,CIB,2.99,-0.56
849,4.8480,CIB,3.21,-0.02
846,4.8490,CIB,2.74,-0.15
846,4.8500,CIB,2.96,-0.12
846,4.8510,CIB,2.92,0.01
959,4.8510,CIB,2.87,0.20
846,4.8520,CIB,2.73,-0.32
849,4.8520,CIB,3.14,-0.09
659,4.8540,CIB,2.93,
846,4.8540,CIB,2.83,-0.29
846,4.8540,CIB,2.85,-0.23
846,4.8560,CIB,2.99,-0.60
849,4.8560,CIB,3.18,-0.18
846,4.8590,CIB,3.03,-0.51
659,4.8600,CIB,2.94,
849,4.8600,CIB,3.21,-0.27
846,4.8610,CIB,3.05,-0.57
959,4.8610,CIB,2.56,0.61
659,4.8640,CIB,2.76,
846,4.8640,CIB,3.20,-0.61
849,4.8640,CIB,3.21,-0.28
846,4.8660,CIB,3.19,-0.63
659,4.8680,CIB,3.42,
849,4.8680,CIB,3.21,-0.28
846,4.8690,CIB,3.40,-0.55
659,4.8700,CIB,3.53,
846,4.8710,CIB,3.47,-0.75
849,4.8720,CIB,3.26,-0.31
959,4.8730,CIB,2.56,0.55
846,4.8740,CIB,3.46,-0.94
659,4.8750,CIB,3.26,
846,4.8760,CIB,3.55,-0.88
849,4.8760,CIB,3.38,-0.40
659,4.8780,CIB,3.40,
846,4.8790,CIB,3.45,-0.76
849,4.8800,CIB,3.51,-0.49
846,4.8810,CIB,3.36,-0.84
846,4.8830,CIB,3.19,-0.75
959,4.8830,CIB,2.63,0.42
659,4.8840,CIB,3.12,
849,4.8840,CIB,3.53,-0.49
846,4.8850,CIB,3.42,-0.65
846,4.8870,CIB,3.14,-0.54
849,4.8880,CIB,3.53,-0.45
959,4.8890,CIB,2.94,0.09
846,4.8900,CIB,3.04,-0.56
846,4.8920,CIB,3.00,-0.50
849,4.8920,CIB,3.35,-0.22
588,4.8950,,2.54,0.64
659,4.8950,CIB,3.29,
846,4.8950,CIB,2.85,-0.62
849,4.8960,CIB,3.23,-0.08
846,4.8970,CIB,2.87,-0.36
959,4.8980,CIB,2.96,0.38
846,4.9000,CIB,2.95,-0.44
849,4.9000,CIB,3.20,-0.10
846,4.9020,CIB,3.04,-0.39
659,4.9040,CIB,3.03,
846,4.9040,CIB,3.06,-0.27
849,4.9040,CIB,3.22,-0.07
659,4.9060,CIB,3.06,
846,4.9070,CIB,2.96,-0.40
849,4.9080,CIB,3.24,-0.05
846,4.9090,CIB,3.08,-0.38
959,4.9090,CIB,2.77,0.71
846,4.9110,CIB,3.04,-0.36
849,4.9120,CIB,3.22,-0.12
846,4.9140,CIB,2.94,-0.48
846,4.9160,CIB,3.00,-0.38
849,4.9160,CIB,3.22,-0.16
659,4.9180,CIB,3.15,
846,4.9180,CIB,2.98,-0.46
959,4.9190,CIB,2.75,0.54
846,4.9200,CIB,2.94,-0.55
849,4.9200,CIB,3.27,-0.21
846,4.9220,CIB,3.00,-0.69
849,4.9240,CIB,3.32,-0.26
846,4.9250,CIB,3.13,-0.59
846,4.9270,CIB,3.10,-0.67
659,4.9280,CIB,3.11,
846,4.9280,CIB,2.80,-0.52
849,4.9280,CIB,3.39,-0.32
846,4.9300,CIB,3.17,-0.54
846,4.9320,CIB,3.14,-0.62
849,4.9320,CIB,3.41,-0.34
846,4.9330,CIB,3.15,-0.53
659,4.9360,CIB,3.09,
846,4.9360,CIB,3.15,-0.49
849,4.9360,CIB,3.41,-0.32
846,4.9380,CIB,3.09,-0.54
846,4.9400,CIB,3.03,-0.47
849,4.9400,CIB,3.34,-0.23
959,4.9400,CIB,2.71,0.56
659,4.9410,CIB,2.97,
926,4.9410,PWUELL,2.80,0.85
846,4.9430,CIB,2.94,-0.58
849,4.9440,CIB,3.22,-0.13
926,4.9450,PWUELL,2.84,0.35
846,4.9470,CIB,2.97,-0.39
849,4.9480,CIB,3.18,-0.14
926,4.9500,CIBKULL,2.74,0.92
659,4.9510,CIB,2.98,
846,4.9510,CIB,3.12,-0.52
959,4.9510,CIB,2.80,0.57
849,4.9520,CIB,3.18,-0.17
846,4.9550,CIB,3.17,-0.65
659,4.9560,CIB,3.02,
849,4.9560,CIB,3.20,-0.17
846,4.9590,CIB,2.84,-0.24
849,4.9600,CIB,3.22,-0.17
926,4.9600,NUT,2.60,0.50
959,4.9610,CIB,2.57,0.59
659,4.9630,CIB,3.01,
846,4.9630,CIB,2.93,-0.42
849,4.9640,CIB,3.23,-0.18
846,4.9650,CIB,3.13,-0.47
926,4.9650,PWUELL,2.86,1.05
959,4.9660,CIB,2.67,0.15
659,4.9670,CIB,2.57,
846,4.9690,CIB,2.89,-0.89
926,4.9690,PWUELL,2.35,0.96
926,4.9720,PWUELL,2.45,0.90
846,4.9740,CIB,2.87,-0.51
659,4.9750,CIB,2.94,
959,4.9770,CIB,2.95,0.13
659,4.9780,CIB,3.12,
926,4.9780,PWUELL,2.88,0.88
659,4.9800,CIB,2.66,
846,4.9810,CIB,2.76,-0.59
846,4.9810,CIB,3.10,-0.58
846,4.9830,CIB,2.80,-0.52
846,4.9840,CIB,2.94,-0.53
926,4.9840,PWUELL,2.57,0.84
659,4.9850,CIB,3.07,
926,4.9870,PWUELL,2.76,1.00
959,4.9870,CIB,2.93,0.66
659,4.9880,CIB,2.87,
846,4.9880,CIB,2.82,-0.37
659,4.9930,CIB,3.23,
846,4.9940,CIB,2.90,-0.52
846,4.9940,CIB,2.92,-0.37
659,4.9970,CIB,3.22,
846,4.9980,CIB,3.01,-0.42
959,4.9980,CIB,2.82,0.69
659,4.9990,CIB,3.01,
588,5.0000,,2.35,0.84
846,5.0020,CIB,2.97,-0.40
926,5.0030,PWUELL,2.35,0.90
846,5.0060,CIB,2.98,-0.30
926,5.0080,PWUELL,2.89,0.86
959,5.0080,CIB,2.66,0.71
846,5.0100,CIB,3.14,-0.38
926,5.0120,PWUELL,2.90,0.68
659,5.0150,CIB,3.31,
846,5.0150,CIB,2.90,-0.32
926,5.0160,PWUELL,3.12,0.82
846,5.0190,CIB,2.93,-0.31
959,5.0190,CIB,3.06,0.51
926,5.0200,PWUELL,2.81,1.10
846,5.0240,CIB,2.84,-0.76
926,5.0250,PWUELL,2.94,0.96
846,5.0290,CIB,2.83,-0.63
926,5.0290,PWUELL,2.80,1.07
959,5.0290,CIB,2.97,0.55
926,5.0330,PWUELL,2.70,0.95
846,5.0350,CIB,2.93,-0.55
846,5.0380,CIB,2.95,-0.63
926,5.0380,NODO,2.20,0.00
959,5.0400,CIB,2.82,0.73
846,5.0410,CIB,3.29,-0.83
926,5.0410,PWUELL,2.79,0.81
926,5.0440,PWUELL,2.59,0.79
846,5.0450,CIB,3.26,-0.76
959,5.0450,CIB,2.88,0.62
926,5.0470,PWUELL,2.79,0.78
846,5.0490,CIB,3.15,-0.84
926,5.0510,PWUELL,2.80,0.75
846,5.0520,CIB,3.13,-0.66
926,5.0540,PWUELL,2.86,0.22
959,5.0550,CIB,2.79,0.67
846,5.0570,CIB,2.99,-0.54
926,5.0570,PWUELL,2.99,0.74
846,5.0610,CIB,3.08,-0.45
926,5.0620,PWUELL,2.98,0.78
846,5.0650,CIB,3.00,-0.27
959,5.0660,CIB,2.89,0.71
926,5.0680,PWUELL,2.82,0.78
846,5.0690,CIB,2.98,-0.46
926,5.0700,PWUELL,2.88,0.95
959,5.0710,CIB,3.04,0.11
846,5.0720,CIB,2.90,-0.27
926,5.0740,PWUELL,2.86,1.13
588,5.0750,,2.50,0.85
846,5.0760,CIB,3.07,-0.48
846,5.0820,CIB,2.90,-0.70
926,5.0820,PWUELL,2.71,1.13
846,5.0860,CIB,2.69,-1.10
659,5.0870,CIB,2.83,
846,5.0910,CIB,3.04,-0.80
926,5.0910,PWUELL,2.93,0.96
846,5.0950,CIB,2.70,-0.81
926,5.0950,PWUELL,3.11,0.78
846,5.0990,CIB,2.88,-1.09
926,5.0990,PWUELL,3.15,0.92
959,5.1020,CIB,2.80,0.75
846,5.1030,CIB,2.66,-1.15
926,5.1030,PWUELL,3.29,1.03
846,5.1050,CIB,2.58,-0.97
959,5.1070,CIB,2.78,0.63
846,5.1080,CIB,2.98,-0.84
846,5.1090,CIB,2.99,
846,5.1110,CIB,2.91,-0.80
846,5.1130,CIB,3.18,
846,5.1140,CIB,3.11,
846,5.1150,CIB,3.12,
846,5.1170,CIB,3.01,-1.00
926,5.1180,PWUELL,3.09,1.16
959,5.1180,CIB,2.90,0.81
846,5.1200,CIB,2.93,-0.77
846,5.1220,CIB,2.99,-0.55
846,5.1240,CIB,2.77,-0.58
846,5.1260,CIB,2.93,
926,5.1270,PWUELL,3.04,0.93
959,5.1270,CIB,2.79,0.82
846,5.1280,CIB,2.46,-0.52
846,5.1300,CIB,2.70,
846,5.1320,CIB,2.74,-0.50
926,5.1320,PWUELL,3.17,0.74
846,5.1340,CIB,2.52,-0.55
846,5.1360,CIB,2.61,-0.53
846,5.1370,CIB,2.50,
846,5.1390,CIB,2.73,
959,5.1390,CIB,2.86,0.69
846,5.1400,CIB,2.82,-0.28
846,5.1410,CIB,2.84,-0.45
846,5.1420,CIB,2.99,-0.16
926,5.1420,PWUELL,2.92,1.00
846,5.1430,CIB,2.89,-0.34
846,5.1450,CIB,2.86,-0.51
846,5.1460,CIB,2.98,-0.54
846,5.1470,CIB,2.80,-0.37
926,5.1470,PWUELL,2.72,0.97
846,5.1480,CIB,2.94,-0.51
959,5.1480,CIB,2.74,0.77
588,5.1500,,2.55,0.92
846,5.1500,CIB,2.94,-0.54
846,5.1520,CIB,2.94,-0.53
926,5.1520,PWUELL,3.19,1.06
846,5.1540,CIB,2.92,-0.49
926,5.1550,PWUELL,2.72,0.24
846,5.1560,CIB,3.02,-0.48
846,5.1570,CIB,3.01,-0.58
846,5.1580,CIB,3.28,
659,5.1590,CIB,2.82,
846,5.1590,CIB,3.30,
926,5.1590,PWUELL,2.58,0.85
959,5.1590,CIB,2.81,0.82
846,5.1600,CIB,3.19,-0.86
846,5.1620,CIB,3.10,-0.68
926,5.1630,PWUELL,2.56,0.84
846,5.1640,CIB,3.11,-0.76
846,5.1650,CIB,3.21,
846,5.1660,CIB,3.16,
926,5.1660,PWUELL,2.70,0.84
846,5.1670,CIB,2.97,-0.41
846,5.1680,CIB,2.90,-0.38
846,5.1690,CIB,2.57,-0.46
846,5.1700,CIB,2.86,-0.22
846,5.1700,CIB,2.90,-0.33
926,5.1700,PWUELL,2.98,0.63
959,5.1700,CIB,2.82,0.89
846,5.1720,CIB,2.89,-0.42
926,5.1730,CIBKULL,3.09,0.65
846,5.1750,CIB,2.73,-0.81
959,5.1750,CIB,2.89,0.73
926,5.1780,PWUELL,2.62,1.14
846,5.1790,CIB,2.95,-0.45
926,5.1830,PWUELCIB,2.48,1.06
926,5.1830,CIBKULL,2.66,0.92
926,5.1830,PWUELL,2.71,0.96
846,5.1840,CIB,2.84,
959,5.1850,CIB,2.78,0.74
846,5.1870,CIB,2.96,-0.50
926,5.1880,PWUELCIB,2.59,1.06
846,5.1890,CIB,2.87,-0.55
659,5.1900,CIB,3.30,
846,5.1910,CIB,2.87,-0.72
846,5.1930,CIB,2.87,-0.42
926,5.1930,PWUELL,2.63,1.22
846,5.1940,CIB,2.81,-0.38
846,5.1960,CIB,2.80,-0.76
926,5.1980,CIBKULL,2.77,1.05
846,5.2000,CIB,2.80,
926,5.2030,PWUELCIB,2.50,0.90
659,5.2050,CIB,2.89,
846,5.2060,CIB,2.79,
959,5.2070,CIB,2.73,0.79
926,5.2090,PWUELL,2.49,1.05
846,5.2110,CIB,2.90,
846,5.2150,CIB,2.87,
846,5.2170,CIB,2.91,
926,5.2190,PWUELL,2.95,0.98
846,5.2200,CIB,2.87,
659,5.2210,CIB,2.92,
846,5.2220,CIB,2.65,
959,5.2220,CIB,2.69,0.98
846,5.2240,CIB,3.00,-0.39
926,5.2240,CIBKULL,2.91,0.83
588,5.2250,,2.77,0.84
926,5.2280,PWUELCIB,2.57,0.98
926,5.2320,PWUELL,2.79,0.79
926,5.2360,PWUELCIB,2.53,1.00
659,5.2370,CIB,3.12,
846,5.2370,CIB,2.95,-0.84
959,5.2380,CIB,2.89,0.86
846,5.2390,CIB,3.00,-0.43
926,5.2400,CIBKULL,2.62,1.09
846,5.2410,CIB,2.92,-0.25
846,5.2420,CIB,2.61,-0.57
846,5.2430,CIB,2.96,-0.54
846,5.2440,CIB,3.41,-0.84
926,5.2450,PWUELL,2.65,1.22
846,5.2460,CIB,3.07,-0.62
846,5.2470,CIB,2.86,-0.38
846,5.2480,CIB,2.83,-0.39
846,5.2490,CIB,2.86,-0.43
926,5.2490,PWUELCIB,2.47,1.06
846,5.2510,CIB,2.87,-0.15
959,5.2520,CIB,3.02,0.26
846,5.2530,CIB,2.80,-0.40
926,5.2530,CIBKULL,2.70,0.91
846,5.2550,CIB,2.72,-0.13
846,5.2570,CIB,2.73,-0.29
926,5.2570,PWUELCIB,2.68,0.84
846,5.2590,CIB,2.82,-0.27
846,5.2610,CIB,2.77,-0.17
926,5.2610,PWUELCIB,2.59,0.88
846,5.2640,CIB,2.95,-0.23
846,5.2660,CIB,2.72,-0.30
588,5.2679,,2.70,1.04
659,5.2680,CIB,2.97,
959,5.2680,CIB,3.15,0.80
846,5.2690,CIB,2.85,-0.36
846,5.2690,CIB,2.93,-0.25
926,5.2690,PWUELCIB,2.73,1.05
846,5.2710,CIB,2.90,-0.36
846,5.2710,CIB,2.93,-0.41
846,5.2720,CIB,2.95,-0.56
846,5.2730,CIB,3.06,-0.28
926,5.2730,PWUELCIB,2.49,1.13
846,5.2740,CIB,2.95,-0.48
959,5.2750,CIB,2.90,0.61
846,5.2760,CIB,3.17,-0.44
846,5.2770,CIB,3.07,-0.29
926,5.2780,PWUELL,2.68,1.24
846,5.2790,CIB,2.79,-0.17
846,5.2810,CIB,2.94,-0.30
926,5.2810,CIBKULL,2.77,1.18
846,5.2830,CIB,2.94,-0.09
846,5.2840,CIB,2.65,-0.21
846,5.2860,CIB,2.87,-0.06
926,5.2860,PWUELL,2.74,1.02
846,5.2880,CIB,2.89,
846,5.2890,CIB,2.96,
959,5.2890,CIB,2.77,0.62
846,5.2900,CIB,2.69,
846,5.2910,CIB,2.74,-0.54
846,5.2940,CIB,2.84,-0.16
926,5.2950,PWUELL,2.79,1.31
846,5.2980,CIB,2.93,-0.30
926,5.2990,PWUELL,2.93,1.22
926,5.2990,CIBKULL,3.00,1.18
846,5.3000,CIB,3.00,-0.16
846,5.3020,CIB,3.04,0.23
926,5.3030,CIBKULL,2.88,1.02
846,5.3040,CIB,2.84,0.05
959,5.3050,CIB,3.03,0.58
846,5.3060,CIB,2.88,-0.04
926,5.3080,PWUELCIB,2.70,1.30
588,5.3084,,2.61,0.63
846,5.3090,CIB,2.76,-0.03
846,5.3120,CIB,2.90,0.18
926,5.3130,PWUELL,2.94,1.17
846,5.3150,CIB,2.69,0.11
846,5.3180,CIB,2.97,-0.03
959,5.3180,CIB,2.76,0.49
846,5.3200,CIB,2.77,-0.11
846,5.3220,CIB,2.79,-0.09
926,5.3230,PWUELCIB,2.73,0.89
846,5.3250,CIB,2.62,
846,5.3270,CIB,2.71,-0.11
926,5.3270,PWUELL,2.76,1.06
846,5.3300,CIB,2.29,0.00
926,5.3310,PWUELL,2.58,0.89
846,5.3320,CIB,2.95,-0.18
959,5.3340,CIB,3.09,0.56
846,5.3360,CIB,2.82,-0.46
926,5.3360,PWUELL,2.78,1.11
846,5.3380,CIB,2.94,-0.20
846,5.3400,CIB,2.93,-0.21
926,5.3400,PWUELL,2.86,1.12
846,5.3430,CIB,2.92,-0.08
846,5.3470,CIB,2.97,-0.31
926,5.3490,PWUELL,2.55,1.30
959,5.3490,CIB,2.96,0.59
846,5.3500,CIB,2.75,0.05
754,5.3511,CIB,2.70,0.87
846,5.3520,CIB,3.11,-0.09
926,5.3540,PWUELL,2.76,1.22
846,5.3550,CIB,3.18,
846,5.3570,CIB,3.02,-0.32
926,5.3590,PWUELL,2.75,1.17
846,5.3610,CIB,2.86,-0.62
588,5.3625,,2.52,0.90
959,5.3630,CIB,2.76,0.67
926,5.3640,CIB,2.62,1.25
846,5.3650,CIB,3.09,-0.33
846,5.3690,CIB,3.00,-0.34
926,5.3690,PWUELCIB,2.61,1.23
846,5.3710,CIB,2.87,-0.57
846,5.3720,CIB,2.88,-0.36
846,5.3730,CIB,3.11,-0.47
926,5.3740,CIBKULL,2.92,1.19
846,5.3770,CIB,2.89,-0.42
926,5.3790,CIBKULL,3.08,1.22
959,5.3790,CIB,2.53,0.51
846,5.3810,CIB,3.00,-0.34
846,5.3840,CIB,2.79,-0.23
926,5.3840,CIBKULL,2.91,1.16
846,5.3860,CIB,2.79,-0.30
959,5.3860,CIB,2.81,0.79
846,5.3880,CIB,2.86,-0.17
926,5.3890,PWUELL,2.87,1.30
846,5.3910,CIB,2.75,-0.16
846,5.3930,CIB,2.62,-0.15
846,5.3940,CIB,2.73,-0.11
926,5.3940,CIB,2.60,0.98
846,5.3960,CIB,2.73,-0.20
846,5.3970,CIB,2.68,-0.19
846,5.3980,CIB,2.92,0.07
846,5.4000,CIB,2.68,-0.11
959,5.4000,CIB,2.75,0.93
846,5.4010,CIB,3.23,0.07
846,5.4030,CIB,2.81,-0.01
588,5.4031,,2.67,0.81
846,5.4050,CIB,2.76,-0.03
846,5.4060,CIB,2.96,0.02
846,5.4080,CIB,2.99,-0.15
846,5.4090,CIB,3.04,-0.18
846,5.4110,CIB,2.98,-0.06
846,5.4120,CIB,2.78,-0.14
846,5.4130,CIB,2.92,-0.02
846,5.4150,CIB,2.92,-0.06
959,5.4150,CIB,2.79,0.82
846,5.4180,CIB,3.11,-0.01
846,5.4200,CIB,3.03,-0.04
926,5.4200,CIB     1,0.42,1.43
926,5.4210,CIBKULL,2.95,0.93
846,5.4220,CIB,3.06,-0.06
846,5.4250,CIB,2.77,-0.15
846,5.4270,CIB,2.86,-0.26
959,5.4290,CIB,2.92,1.25
846,5.4300,CIB,2.73,-0.35
846,5.4320,CIB,3.21,-0.35
926,5.4340,CIB,2.79,0.70
846,5.4350,CIB,2.86,-0.26
846,5.4370,CIB,3.35,-0.46
926,5.4380,CIB,2.81,0.90
846,5.4390,CIB,2.84,
846,5.4410,CIB,2.80,
588,5.4437,,2.77,0.83
846,5.4440,CIB,2.77,-0.37
959,5.4450,CIB,2.70,0.99
846,5.4470,CIB,2.84,-0.25
846,5.4500,CIB,2.90,-0.22
846,5.4530,CIB,2.85,-0.13
926,5.4540,PWUELL,2.67,1.02
846,5.4550,CIB,3.15,-0.31
846,5.4570,CIB,2.65,-0.28
846,5.4590,CIB,2.44,-0.12
959,5.4600,CIB,2.83,0.86
846,5.4610,CIB,2.41,-0.50
846,5.4640,CIB,3.07,-0.43
846,5.4660,CIB,2.76,-0.30
846,5.4680,CIB,2.79,-0.43
926,5.4690,PWUELL,2.80,1.20
846,5.4700,CIB,2.84,-0.36
846,5.4720,CIB,2.78,-0.61
846,5.4740,CIB,2.23,-0.33
926,5.4750,PWUELL,2.93,1.42
846,5.4760,CIB,2.61,-0.34
846,5.4790,CIB,2.77,-0.32
926,5.4800,PWUELL,2.87,1.30
846,5.4810,CIB,2.84,-0.39
846,5.4830,CIB,2.54,
588,5.4842,,2.71,0.96
846,5.4850,CIB,2.57,-0.12
846,5.4860,CIB,2.89,-0.11
926,5.4860,PWUELL,2.86,1.32
846,5.4880,CIB,2.86,-0.10
846,5.4890,CIB,2.93,-0.08
959,5.4890,CIB,2.64,0.84
846,5.4910,CIB,2.86,-0.39
846,5.4910,CIB,3.04,-0.01
926,5.4910,PWUELL,2.76,1.29
846,5.4930,CIB,2.97,-1.43
846,5.4930,CIB,3.04,-0.38
846,5.4940,CIB,2.74,-0.28
846,5.4950,CIB,2.90,-0.14
846,5.4950,CIB,3.14,
846,5.4960,CIB,3.05,-0.08
959,5.4960,CIB,2.62,0.71
846,5.4970,CIB,3.07,-0.36
846,5.4970,CIB,3.10,-0.13
926,5.4970,PWUELL,2.70,1.17
846,5.4980,CIB,3.10,-0.30
846,5.4990,CIB,3.24,
846,5.5000,CIB,2.91,-0.39
846,5.5010,CIB,3.12,-0.32
846,5.5020,CIB,2.97,-0.40
846,5.5020,CIB,3.08,-0.30
926,5.5020,PWUELL,2.72,1.15
846,5.5040,CIB,2.88,
846,5.5040,CIB,2.93,-0.11
846,5.5060,CIB,2.83,0.02
846,5.5060,CIB,2.83,-0.25
846,5.5080,CIB,2.92,-0.62
926,5.5080,PWUELL,3.06,1.16
846,5.5090,CIB,2.86,-0.14
